"","building_id","geo_level_1_id","geo_level_2_id","geo_level_3_id","count_floors_pre_eq","age","area_percentage","height_percentage","land_surface_condition","foundation_type","roof_type","ground_floor_type","other_floor_type","position","plan_configuration","has_superstructure_adobe_mud","has_superstructure_mud_mortar_stone","has_superstructure_stone_flag","has_superstructure_cement_mortar_stone","has_superstructure_mud_mortar_brick","has_superstructure_cement_mortar_brick","has_superstructure_timber","has_superstructure_bamboo","has_superstructure_rc_non_engineered","has_superstructure_rc_engineered","has_superstructure_other","legal_ownership_status","count_families","has_secondary_use","has_secondary_use_agriculture","has_secondary_use_hotel","has_secondary_use_rental","has_secondary_use_institution","has_secondary_use_school","has_secondary_use_industry","has_secondary_use_health_post","has_secondary_use_gov_office","has_secondary_use_use_police","has_secondary_use_other","damage_grade"
"121798",491330,16,959,1518,2,40,6,4,"t","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"121803",491341,20,124,5150,2,25,7,2,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"121805",491346,4,388,12065,3,25,4,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"121811",491373,30,73,10557,2,20,5,4,"o","r","n","x","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"121818",491415,4,447,4140,2,70,5,5,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"121823",491434,26,886,9779,2,10,7,4,"t","r","n","f","q","s","d",0,0,0,0,0,0,1,0,0,0,0,"v",1,1,0,1,0,0,0,0,0,0,0,0,1
"121846",491540,3,1006,333,3,30,11,8,"t","r","n","f","q","t","d",1,0,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"121867",491604,26,1110,7326,1,0,9,3,"t","i","x","v","j","s","d",0,0,0,0,0,0,0,0,1,0,0,"v",2,1,0,1,0,0,0,0,0,0,0,0,1
"121871",491618,6,1002,9911,3,45,7,7,"t","r","q","f","q","s","d",1,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"121879",491681,17,263,9905,2,20,7,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,3
"121882",491690,17,399,984,3,15,7,7,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"121901",491797,26,1028,11986,2,30,9,5,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"121902",491799,10,1407,11494,2,35,7,5,"n","r","q","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"121904",491805,10,127,2410,2,15,4,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,3
"121906",491809,6,845,985,2,40,2,5,"n","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"121909",491817,8,1425,6853,1,35,8,3,"t","r","n","f","j","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0,3
"121917",491852,10,996,7797,2,5,11,6,"t","i","x","v","s","j","d",0,0,0,0,0,0,0,0,1,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"121927",491875,10,1127,4169,2,20,7,5,"t","r","q","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"121937",491927,10,1397,3786,2,15,9,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"121938",491930,4,588,1221,2,25,6,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,2
"121963",492023,6,104,4521,2,15,11,7,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"121978",492070,2,1321,610,2,20,9,5,"n","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"121981",492095,17,1047,12414,3,0,9,6,"t","r","n","x","q","t","d",0,0,1,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"121985",492114,15,116,2031,3,5,11,8,"t","r","n","f","q","s","d",1,0,0,0,0,0,0,0,0,0,0,"v",1,1,0,1,0,0,0,0,0,0,0,0,2
"121991",492132,27,1000,8971,3,30,6,7,"o","r","n","f","q","s","d",1,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"121995",492140,21,1128,11790,3,0,6,6,"o","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122003",492169,26,580,6195,2,0,17,5,"n","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"122019",492239,22,649,10916,3,40,10,8,"t","r","q","f","q","t","d",0,0,0,0,1,0,0,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0,2
"122021",492243,17,409,11466,2,20,11,7,"n","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122034",492287,21,839,8925,3,5,2,6,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122038",492311,13,1154,5051,1,10,6,2,"n","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,1
"122043",492358,17,1094,1439,2,25,7,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122044",492366,6,845,7126,2,40,6,5,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122051",492406,26,762,3651,2,40,10,5,"t","u","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,1,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"122064",492466,3,1387,6175,5,30,4,10,"t","r","n","x","q","o","d",1,0,0,0,1,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122067",492473,21,1093,2019,3,15,11,6,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,1,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122091",492593,4,616,1387,3,15,5,7,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122099",492616,6,457,8410,2,10,8,8,"n","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,2
"122104",492647,6,1108,1750,2,40,6,7,"t","r","n","f","q","t","d",1,0,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122107",492661,26,1132,875,2,20,2,4,"t","r","n","f","x","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122109",492663,17,421,1265,1,0,5,2,"n","u","n","x","j","s","d",0,0,0,1,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122131",492747,21,345,10614,3,15,6,7,"t","r","q","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122143",492795,26,1001,6626,2,10,12,6,"t","i","x","v","s","j","d",0,0,0,0,0,0,0,0,1,0,0,"v",2,1,0,1,0,0,0,0,0,0,0,0,1
"122161",492889,27,269,9259,2,20,14,7,"o","r","n","f","q","s","d",0,1,1,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122165",492897,4,13,8566,1,10,4,3,"t","r","q","f","j","s","d",0,1,1,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122171",492909,8,1225,6290,3,40,17,9,"t","r","n","f","x","s","d",1,1,0,0,0,0,1,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0,3
"122194",493021,13,1310,3061,2,25,5,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122195",493030,26,39,9133,1,20,34,3,"t","u","x","v","j","s","d",0,0,0,0,0,1,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"122205",493059,8,463,2386,2,15,23,4,"t","u","n","x","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"122208",493066,6,104,4521,2,5,7,7,"t","r","n","x","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122209",493072,7,84,11119,2,40,7,4,"n","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122211",493078,13,213,5580,2,40,7,5,"t","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122220",493111,21,1251,5411,3,10,9,7,"t","r","q","f","x","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",2,1,1,0,0,0,0,0,0,0,0,0,2
"122228",493140,17,905,11391,2,30,9,4,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122233",493162,6,537,5793,2,5,8,6,"o","r","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122237",493179,15,1087,6015,2,0,10,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",2,1,1,0,0,0,0,0,0,0,0,0,2
"122252",493226,26,1023,9635,1,0,5,3,"t","w","n","f","j","s","d",0,0,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"122257",493243,17,1327,8042,3,15,6,6,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0,3
"122262",493265,21,1426,4044,3,40,9,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122273",493300,17,51,5945,3,20,4,7,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,0,1,0,0,0,0,0,0,0,0,3
"122289",493352,17,957,8213,3,995,10,7,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,3
"122300",493394,15,476,12279,1,25,5,3,"t","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122301",493408,20,158,621,2,5,9,7,"t","u","q","v","x","s","d",0,0,0,0,0,1,1,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"122319",493505,26,36,7472,2,5,7,7,"t","w","n","f","q","s","d",0,0,0,0,0,1,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"122329",493561,7,225,12557,2,15,20,6,"t","r","n","f","x","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,0,1,0,0,0,0,0,0,0,0,3
"122338",493599,17,446,6285,2,10,7,6,"t","r","n","f","x","s","d",0,1,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122355",493665,20,1243,4587,2,5,6,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,1,1,0,0,0,0,0,0,0,0,0,2
"122356",493670,0,766,8936,2,20,14,5,"t","r","n","x","q","s","d",0,1,0,0,0,0,1,0,1,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122358",493674,6,673,3679,3,60,7,7,"t","r","n","f","q","s","d",0,0,0,0,1,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122359",493676,10,996,2248,1,0,4,4,"t","r","n","f","j","j","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122375",493739,11,1416,2863,2,5,15,5,"t","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,1,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122396",493828,22,816,4740,1,10,9,3,"n","u","n","x","j","s","d",0,0,0,1,0,1,1,0,1,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122397",493829,10,87,8551,1,0,4,2,"t","h","n","f","j","s","d",0,0,0,0,0,0,0,0,0,0,1,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"122401",493843,17,680,3222,2,0,8,5,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,3
"122407",493856,20,826,1398,2,0,7,5,"t","w","n","f","q","s","d",0,0,0,0,0,0,1,1,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"122414",493881,10,735,9632,1,5,3,2,"t","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122422",493909,6,1287,4586,3,15,8,6,"n","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,3
"122429",493929,6,457,8492,2,25,6,7,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122433",493946,7,258,10075,2,40,6,6,"t","r","q","f","x","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122451",494005,25,889,6751,2,40,7,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122460",494039,10,1140,9686,2,5,11,5,"t","r","n","v","x","t","u",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122470",494074,26,621,4282,1,30,6,4,"o","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"122472",494079,3,175,5302,5,0,8,9,"t","u","x","f","q","j","d",0,0,0,0,1,1,0,0,0,0,0,"v",1,1,0,0,0,0,0,0,1,0,0,0,2
"122478",494098,8,268,4682,2,35,5,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122486",494128,24,563,5742,2,35,4,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,1,1,1,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122496",494176,10,488,12448,1,25,2,3,"n","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122505",494204,6,314,11995,3,25,9,7,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122506",494207,7,964,7249,2,40,12,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,2
"122524",494317,21,46,9456,3,30,8,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122529",494337,0,885,9332,2,40,6,5,"t","r","n","x","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122530",494341,26,432,4435,1,25,6,3,"n","w","n","f","j","s","d",0,0,0,0,0,0,1,0,0,0,1,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122540",494384,18,639,9213,1,5,9,3,"t","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122541",494390,6,1108,5909,2,20,7,7,"t","r","n","f","q","t","d",1,0,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122544",494409,25,513,8977,1,15,6,2,"t","r","n","f","j","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122552",494426,17,811,10848,2,50,7,4,"t","r","q","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122553",494430,26,886,11562,2,15,6,6,"t","w","n","f","q","s","d",0,0,0,0,1,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122562",494458,7,157,7679,2,10,11,7,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0,2
"122565",494480,17,984,7110,1,25,7,3,"t","r","q","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122569",494491,4,450,9343,3,20,5,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122579",494519,11,883,4547,4,60,7,8,"t","r","n","f","x","t","d",1,0,0,0,1,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122620",494680,4,1363,11639,2,70,12,6,"o","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122632",494731,11,415,7404,2,15,12,6,"n","r","n","f","q","s","d",0,1,1,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122646",494793,0,1031,2690,2,10,7,7,"t","r","n","x","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,1
"122658",494865,4,1202,2074,2,25,6,5,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"122660",494873,18,677,819,2,5,6,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122663",494889,4,369,8875,2,60,6,5,"t","r","q","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122677",494950,17,1357,7544,2,70,5,5,"t","r","n","f","x","s","d",0,1,1,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122682",494961,16,118,7937,2,150,6,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122685",494968,21,1426,2464,3,995,6,6,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122687",494976,8,640,8487,3,30,7,6,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"122692",494994,20,1339,8556,2,5,8,4,"t","i","x","v","s","t","u",0,0,0,1,0,1,0,0,1,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"122700",495025,10,1382,5036,1,0,4,2,"t","w","n","f","j","s","d",0,0,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"122703",495031,21,363,7868,2,35,3,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,3
"122708",495043,21,1128,11089,2,20,8,5,"o","r","q","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122713",495063,6,48,6988,2,30,8,5,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"w",1,0,0,0,0,0,0,0,0,0,0,0,2
"122729",495115,4,747,11430,2,5,6,5,"t","r","q","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122740",495150,3,1387,2791,5,95,18,10,"n","r","n","f","x","o","d",1,0,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122762",495219,3,720,3629,2,40,12,5,"t","r","n","f","q","s","d",1,0,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,3
"122789",495325,10,1074,8048,1,10,4,3,"t","r","n","f","j","s","d",0,0,0,0,0,1,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122808",495401,21,140,5085,2,20,9,6,"t","r","q","x","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0,2
"122812",495413,20,236,141,2,5,7,8,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122814",495418,10,1382,371,2,90,6,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122819",495443,21,645,8096,2,10,5,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122843",495527,27,181,7055,4,90,11,8,"t","r","n","f","q","o","d",0,0,0,0,1,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122847",495536,8,1343,617,2,15,6,6,"t","r","q","f","q","s","d",0,1,1,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122848",495540,6,187,12111,2,0,7,5,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122849",495544,17,1275,12192,2,15,13,5,"t","r","q","f","x","s","d",0,1,1,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122854",495568,22,1152,7292,3,20,9,6,"t","r","n","f","q","s","d",0,1,0,1,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122860",495587,10,603,12101,2,25,5,6,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122895",495729,17,1357,11993,1,10,12,2,"t","r","n","f","j","s","u",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122903",495750,10,1074,1601,3,40,7,8,"t","r","q","f","x","t","d",1,0,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122917",495822,26,240,2734,2,25,8,8,"t","u","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122920",495829,27,422,10326,3,25,5,8,"t","r","x","f","x","t","d",1,0,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122927",495865,15,192,1706,2,30,9,6,"n","h","n","f","q","s","d",1,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"122930",495877,7,129,9457,2,5,8,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,2
"122933",495884,21,477,11116,3,5,5,7,"t","r","q","f","q","s","q",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,3
"122936",495892,20,158,621,2,5,7,6,"t","r","q","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0,2
"122942",495907,6,898,26,2,15,9,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122967",495996,7,904,5683,2,30,2,6,"t","r","n","f","q","t","q",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,2
"122973",496030,3,1006,5957,3,20,13,10,"t","r","n","f","x","s","d",1,0,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122984",496075,4,734,8313,3,0,5,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"122992",496108,27,1394,8008,3,20,11,9,"t","u","x","v","s","j","d",0,0,0,0,0,1,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,1
"123001",496143,26,39,9133,2,5,19,7,"t","u","x","v","s","s","d",0,0,0,0,0,1,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"123025",496275,26,762,10530,2,20,8,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",2,1,1,0,0,0,0,0,0,0,0,0,2
"123032",496296,17,1119,10497,2,15,6,5,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"123040",496318,3,175,4856,5,30,6,13,"t","r","x","x","q","j","d",0,0,0,0,1,1,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"123041",496325,17,875,4382,2,10,4,4,"t","r","n","f","q","s","q",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"123047",496357,8,206,1249,2,10,10,7,"n","r","n","f","x","s","q",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"123055",496381,7,1283,6157,1,20,3,2,"n","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,3
"123067",496454,10,356,7467,3,20,4,10,"t","i","x","v","s","s","d",0,0,0,0,0,0,0,0,1,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"123071",496462,13,20,5579,1,5,8,2,"t","r","n","f","j","s","d",0,1,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"123084",496525,17,263,4597,2,15,7,4,"t","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"123091",496548,13,1154,5051,1,15,5,2,"n","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,2
"123093",496552,13,1365,5872,2,15,8,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
